words,sentiment_coeff
power,0.5098553762772592
blood,-0.5042469744214721
center,0.7860184432536967
begin,-0.8019020570140555
share,-0.5090971240141212
real,0.5189425741243205
really,-0.500508469848848
iran,-0.4908164949990249
kingdom,-0.49889222929182436
worlds,0.7816966478656493
systematic,0.4855896205836393
rates,0.4911079149067284
hope,0.506239077510115
science,0.5032384966882683
list,-0.5033301108249553
blockade,-0.49837938915466945
australian,0.5191302307342317
brief,-0.48861601732243565
success,0.795978581658908
article,0.49807434301068404
league,0.49437627277742113
history,-0.5007323401171665
nhs,-0.5056542669748367
applying,-0.508160638746498
perks,-0.510519306300971
origin,0.5254761030783421
collaborated,0.4897775629240971
worldbank,-0.49850219167928467
quarter,-0.5105791303503229
developed,-0.48997764252864356
political,-0.5035175530472831
disrupting,0.4944540684202525
records,-0.48696618024321603
identified,-0.4842336736999062
dangerous,0.502918228237204
website,0.4958961857404514
battle,-0.4982771436598131
done,-0.4959611215226564
shows,-0.49058963467814043
slow,-0.4860617629952546
physicians,-0.4923025904381759
late,-0.5131630095062583
undoubtedly,-0.5065856447141295
others,-0.49708789185171715
fact,0.5063093331086266
strategy,-0.4917349589067837
key,-0.5040259565833944
severe,0.48675714428989264
reuters,-0.49601058292089706
strains,-0.4898317648145174
reached,0.4853163904813611
freelancing,-0.500274664982946
expand,0.7932996184429482
family,0.5034081497004834
hold,-0.5168787276773616
hard,-0.5015927234374631
nations,-0.49398504089018513
freelancer,-0.5001948977022412
centre,0.7945369935258545
rising,-0.4815810719453103
provide,-0.4864910508277734
medicine,0.5157033779085587
prevention,0.7699676995590499
extended,-0.5227682110929798
foreign,-0.485271865131853
warned,-0.4950136140119331
bbc,-0.5007785843276445
imam,-0.48888768052679804
allow,-0.5018168737304501
pharmaceutical,-0.4915955844576586
reopening,-0.8075805520115003
trying,0.5118284974671321
assuring,-0.4895443845539269
nasser,-0.4899656568030882
highly,0.4976452706623768
watch,0.5013252387082758
cure,0.5116806313772776
though,-0.49210990791881404
inoculation,-0.5098818317384113
fighting,-0.5002196451337563
alyemeni,-0.48858173141433237
infectious,0.5184193023033284
fda,0.7834036203881188
capacity,-0.5014889734150249
beginning,-0.4907029678882131
bringing,0.812631762283364
region,0.7853165473311929
party,0.49575299598836764
came,0.8072422698526275
doors,0.4888966487475139
mahdi,-0.49007633961062647
future,-0.5178097990809407
offer,-0.49917735321530593
online,0.503787173179152
body,0.5253774348368923
threat,-0.5062301356617427
symptoms,0.5011139900149013
approval,-0.4961796810475718
call,0.49861187305320737
taken,0.7929936342114262
earlier,-0.4885862568601791
ad,-0.4913394581741276
yesterday,0.7905287068384549
forced,0.49568135663623303
discovered,-0.48999335790133314
evidence,0.5114560664840537
warning,-0.490288833422673
giant,-0.4856396133246852
added,0.7731030493849954
different,0.4955529327111591
transmission,0.4873717152091694
trials,-0.49844909316853125
florida,0.7815605505053317
pay,-0.4880463939015218
instead,0.5062339547315465
millions,0.4902357181945671
previous,0.7916761127884002
bank,-0.8289754629594386
failed,-0.48538259451223076
thing,-0.4984722854854234
problems,-0.48833902178119243
immune,0.5044291989812925
authorization,0.4847084705222856
drop,-0.49519351138744777
oxygen,-0.49403845910510585
kind,-0.501470771545005
usa,-0.48533555902855985
sputnik,-0.4902888113406834
large,-0.4834763286195408
centers,0.8019590849654477
air,0.4903042356304323
commission,0.7977785046734135
war,-0.491604453907071
led,0.49016624141969
curb,-0.4887725192213518
package,-0.4969212338421131
meet,0.48447619603558917
discovery,0.5197158550447283
little,0.49724323110272955
believe,-0.49573256346523065
updates,0.5074682286516131
later,-0.48295979897061553
sales,-0.49108534065774045
access,-0.5036615400196066
tally,0.7897195069272522
remain,0.5031734789196347
treatment,-0.49751214074196676
changes,-0.5144340478737109
wrong,0.7891704689732967
important,-0.5036790404448287
effect,-0.49424646821236423
rest,0.4858738466887994
published,0.8047746512681461
central,-0.4921121052375373
cold,0.5026173574472654
spring,-0.511093271485389
development,-0.4857503864409455
police,0.49281205362606884
boris,-0.5009077452732087
held,-0.4943171680010322
brought,0.8066678152942539
ability,0.4930223150123633
researchers,0.534750809507167
small,-0.4980816974946026
temporarily,-0.7886779973455681
questions,-0.5030136310179263
mandate,-0.5026780547743491
common,0.5057213525275476
increased,0.48327647145611374
person,0.4971460587873788
genome,0.527280676237643
however,0.49831410411804966
v,-0.5404729508403546
recently,-0.49118170214045187
course,0.49493173944016516
age,-0.499476092306518
mutant,0.5085325072127781
worldwide,-0.49157841444455136
suspended,-0.48855092412074425
finally,0.8023244309992505
fall,-0.5078430100068381
fell,-0.4938960243060391
taiwan,-0.49151127546011414
killed,0.7986610806724629
result,0.807923820796869
mexico,-0.5033786510776698
job,-0.49297552794092514
singleday,0.7766700952559749
leaders,-0.483751746521
nationwide,-0.816324439625189
games,-0.49261894464555933
everything,0.5037489318301469
massive,0.49597108485072794
goal,-0.5054576805164522
technology,0.4941618442920359
potential,-0.4913035827416711
changed,-0.4966735835700517
race,0.7848654315365454
administered,-0.493188114824643
follow,0.4943334938290202
die,0.4889139001395769
action,-0.4878996687166245
review,-0.8139744534919316
cnn,0.5045892436551241
rapid,0.803764191420386
imposed,0.7933750375942148
passed,-0.4943522401560345
date,0.8136654556674796
claims,0.5027441481539582
election,-0.5034662393236495
effectiveness,0.4861255057804972
west,-0.5041342636252822
dropped,0.48652377263960395
vulnerable,0.48832620606606725
cut,-0.5049752012966089
companies,-0.4810021681307758
nothing,0.4963170822345877
december,-0.49593687572689826
additional,0.8051925905473377
shown,0.5243125069099968
means,-0.4971199105399667
firm,-0.7785957804904249
giving,-0.524899513896653
twitter,0.7789502530508975
winter,-0.4970880200104007
active,0.7891758272769192
fauci,0.49973978842709366
province,0.791140998319869
fund,-0.7910024116343328
thailand,-0.7856264700297144
brexit,-0.49253747515337015
wants,-0.49084872166991944
governor,0.8289541318249803
distribution,-0.4950553644317021
track,-0.4846628399326979
speed,-0.48965172501619686
anyone,-0.4974930695698949
flights,-0.48637949856623747
reduce,-0.5060051582755133
save,0.4902284287307393
combat,-0.4853648054486457
wake,-0.4990802639895175
takes,0.8045036889894139
october,0.7894437426332351
beyond,0.7769318153623203
run,-0.4929927271115004
works,0.4968335481584838
push,-0.4894786904626386
leader,-0.4831439704379135
delivery,-0.5041864691520846
education,0.5044295180338152
supplies,-0.4954809088700015
event,0.5130299675221512
something,0.5001202298375689
tourism,0.4943733218327519
affected,0.4957767486081275
asked,-0.49588011369715607
calling,0.5027055474565955
island,0.7730296217275883
overall,0.7824909675839732
contract,-0.49788499590478996
worrying,0.5206010604535724
weekend,0.7987865520479249
sure,-0.5089957501825236
release,-0.49352326850588263
host,-0.5013867658147562
actually,0.5130798176759209
budget,-0.8174489491840857
allowing,-0.5038473364283241
understand,-0.5089181850891131
institute,0.49136692334285376
night,0.8159030115783192
related,0.49307744430716544
step,-0.5078379148593645
looks,0.49692641211799365
huge,-0.4883108258003569
area,-0.4895231506013724
looking,-0.5069263903902337
women,-0.4952990607684318
trillion,0.7947856069606571
increasing,-0.4882774220079003
bad,-0.4974735451187268
decided,-0.8042399042045161
loss,-0.4981673704708747
facilities,0.7925103377530878
average,0.7922153940412547
kept,0.4944895974036869
jabs,-0.4979560143309425
showing,0.5019006498252206
count,0.797094069785931
remains,-0.4885289300692199
oxford,-0.5037457576612879
learn,-0.5026126697269145
extend,-0.5167112211122633
fourth,0.7842709055794199
bring,0.8053339441198291
sign,-0.5084603178029542
causes,0.5215849185898119
became,0.513551522241556
appears,0.5000369861409161
quickly,-0.503767892410632
bloc,-0.4992269995542328
higher,-0.4885125914522796
associated,0.5095292611796859
asian,0.4951696893898489
doctors,-0.8201225505032268
jan,0.8003800999517955
pfizerbiontech,-0.4912340701287231
spain,-0.8154697497202256
reach,-0.5035856279069388
pace,-0.8061457421819713
cause,0.5157703312560281
side,-0.49983749107603404
concern,0.48158930024303487
zealand,0.7979487535121562
normal,0.805355130433685
fears,-0.48803136589379587
produce,-0.4787813210064807
antibodies,0.5018655542063499
longer,-0.5125065074187264
makes,0.49993080578189375
olympics,-0.5030410631812006
fear,0.49900008108979044
coronavirusrelated,0.8183053892443461
press,-0.48560945117068854
things,-0.49213102215680427
feb,-0.8292231659158299
problem,-0.49841261985630547
worse,-0.49777543725146817
progress,-0.49556162257373687
ways,0.49621214087229903
boost,-0.4852763851610597
authority,-0.7772463709312499
congress,0.7894592026586604
continuing,-0.48987039000575283
mohammad,-0.4907635234939875
lifted,-0.5058750394983502
russian,-0.48244423280234117
clear,0.4949737018220663
batch,-0.4996713682478236
begun,-0.4901479625583347
inoculate,-0.4965814937847525
especially,0.5048663990956396
schedule,0.5059266557643194
double,-0.4880843081091352
thanks,0.8002045907394026
dead,0.7939206994973879
mean,-0.4988347796429328
negative,0.7974811703384443
app,-0.5044926090347537
deadliest,0.7858745937363171
law,-0.486304285015648
guidelines,0.4868405422493964
court,-0.49014263306852196
oil,-0.4878522777150136
coronil,0.8225624082908732
seems,0.4983032836888909
adults,0.4980819433888978
serious,-0.4995502682952885
morning,0.4980649101212145
line,-0.5081743931372981
details,0.49240105495457176
inc,-0.7817018440167087
tell,0.49977504292049213
domestic,-0.8200603871903018
reason,-0.49246559582736327
figures,0.8028722274195353
patanjali,-0.5044284333957474
final,-0.8049679081207627
leading,-0.48704376308931446
critical,0.5008293296323489
steps,-0.5013709396393927
asia,-0.4981511786620526
levels,-0.47931301418862476
man,0.5180982419193254
biotech,-0.7790678415824723
yes,0.5062866172135495
registered,0.7776958714637198
meeting,-0.827163034253024
milestone,0.8016459601186391
black,0.510311960636169
former,0.771533322751803
military,-0.4870380235661794
pressure,-0.4890003795669858
role,0.505199242158483
source,0.5497217295188277
unicorn,0.5137672473644288
yoga,-0.5036929423093098
rt,-0.49590298874047034
link,-0.50854986226612
anniversary,-0.5036416181247009
created,0.5063339527986079
add,-0.49896711158274115
needed,-0.48639014842783357
profit,-0.7924238552760302
viruses,0.518673123275418
true,0.5177318472551051
fatalities,0.791225243662506
offering,-0.5029704987074355
quality,-0.4809177528862789
clots,-0.503802093593876
always,0.506022622250184
old,-0.49614160535511637
ayurvedic,0.809776851369527
humans,0.5305715606176213
moving,0.7895738245389488
challenges,-0.49771446971140976
guru,-0.5013838342834341
canceled,-0.4967140730026196
tax,-0.49589521318584745
went,0.8016655778123012
globe,0.8051939717018408
calls,-0.4849028380000476
exports,-0.49353440988848724
trade,-0.4842612104127355
gets,-0.5030233781454557
patanjalicoronil,0.8065625436903661
currently,-0.49870712197142353
coverage,-0.49473468577133156
funding,-0.4816378413995517
ramdevrun,-0.5004760137768006
vietnam,0.7810053383298402
task,0.8057160113263886
suffered,-0.48753068494561125
based,0.4937066606397685
limit,-0.5055753017850212
hospitalizations,0.7900305455620069
sites,-0.5008580875666478
expects,-0.812180075349248
startling,0.5064077607601888
priority,-0.5036605060164749
regime,0.48494538585879454
fans,0.8001510016294255
immunological,0.510722946124848
stock,0.7947805643333956
opening,-0.5043394682938965
mutation,0.49752878038573134
living,0.49775736634836415
easing,0.5005764340384112
play,0.8094055296404092
faces,-0.48863044922031723
pushing,0.791632554819379
revenue,-0.7901590880474494
legal,-0.4963187336634354
ready,0.4935160788267331
young,-0.5043028244744437
outside,-0.5235368296368585
modi,0.4972672725578078
video,-0.5001571770799539
site,-0.5007744852778505
mixing,0.519200611149907
preventing,-0.4914051711412439
groups,-0.5034210433839467
policies,0.49695663630714687
game,0.8083939615338516
older,-0.5056093362469736
areas,0.4809672825360409
master,0.511916360359038
bid,-0.48726391388829066
check,0.499140527915728
studies,0.502121973620781
san,0.7925023150292626
sinopharm,0.7815412881120958
covidvaccine,-0.5026503750330951
visitors,-0.5001568252080166
uae,-0.48408040630252636
together,-0.49347295774324856
expert,0.49465747080634304
amazon,0.7813283349329023
decline,-0.4832253103120948
fresh,0.7707402263994836
try,-0.49461364787956186
struggling,-0.49148403884576863
rose,0.8050160453398144
emerged,0.4944848300244089
forecast,-0.8081182024583926
adult,-0.5101587743993663
strong,0.5023798120345089
lifting,0.7802859812225876
biontech,-0.48280795248898734
stimulus,-0.5065581336929104
faced,0.48607340445739766
hundreds,0.8018163160072409
blame,-0.5038131029601688
beijing,0.7809449891851286
facility,-0.4916327956720421
borisjohnson,0.493106397154722
remember,-0.4951779287821372
nytimes,-0.4926911163979859
sars,0.5125553583197344
raised,-0.783598539171849
protocols,-0.4902377484577991
senate,0.7941129654224213
scientific,0.5120115549395058
light,0.5079406150964939
committee,-0.7786311721514387
rapidly,-0.4935033406815361
declared,-0.4991991541079805
issues,-0.489222284934816
risks,0.4899273426116389
closing,-0.49852704172666373
plant,0.7897883961003926
spending,-0.4931899311160855
travelers,0.4827819966011478
export,-0.48537713393502624
allowed,-0.5005120054555077
gave,-0.4869485885598209
devastating,-0.49228329064777976
district,0.783377389462164
cent,-0.7941167191550544
approach,-0.4917612990404479
hawaii,-0.4943974973938389
epidemic,0.8095738326582366
contact,0.5046897632028494
turned,0.7885622939231005
hopes,-0.8040108878992268
along,0.7774821806102021
holding,0.4985200990901779
german,-0.7962588333002896
pushed,0.7941564071838711
mark,0.8029357829712787
consequences,-0.5071252589896232
ceo,0.776293483706857
member,-0.503946250294268
begins,0.4955871017530456
allhealthfitnesstips,-0.5018309147909775
wear,-0.5144234653128861
politics,-0.4987857639861701
jobs,0.49326919580619144
red,-0.8190912946225405
middle,0.4971445497837307
illness,0.4969094576298829
families,0.5025082851775097
visit,0.5047218968158508
deliver,-0.48513301805805203
northern,-0.49672695142438744
treat,-0.5064509833740198
period,0.7982559456298043
arrived,-0.4828580291530368
protein,0.49779758385961426
seven,0.8003448195857725
mrna,0.7760944031846322
nigeria,0.7797057947046218
turn,0.785419726493787
statistics,-0.4948103654099163
ccp,0.5334312320634331
signed,-0.7890290796612984
issue,-0.49562147388023986
lack,-0.48293042151896737
saudi,-0.4924075445061839
executive,-0.7794553598734127
distancing,0.5122125404699664
dominant,0.5023147966145809
focus,0.4983435642534034
council,0.47975071778652967
criticism,-0.7936616865321146
enter,-0.49244231263173827
short,0.49844094223896585
kill,-0.5007686123052597
limited,-0.5007108675913243
ireland,-0.49190897271131523
largely,0.8098276289305311
complications,-0.4907009942223181
avoid,0.4946471071774157
spent,0.47831081173216217
planning,-0.8286750165648242
western,-0.49940964386416253
mission,-0.4994296586204541
include,-0.49553218002568367
sent,0.7820681055216401
opened,-0.5015071425144659
wsj,-0.4970919014725546
director,0.7772325502646459
initial,-0.8086272747854972
wearing,-0.5135136596479289
question,0.5114095211467051
matter,0.5269073425734612
east,-0.48347944987503527
hong,-0.48665957016878075
curfew,-0.5052865361346469
super,-0.5038322089060865
guardian,-0.512577008267354
responsible,0.5328496197123976
sinovac,-0.784511803568389
keeping,-0.487514147258074
orders,-0.49250596551271264
although,-0.4987887966110144
special,0.48874846414409423
manufacturing,-0.4812829549087056
stores,0.4923148037723831
benefits,-0.503790342112273
strict,-0.5029822756609971
form,-0.5028703358439863
herd,0.7989352985098778
lot,-0.49931406170742665
collapse,-0.4902890793262685
seeing,-0.4859479133890209
closure,-0.5215449195491049
turkey,-0.8298788655355209
maharashtra,0.7990311760407289
completely,0.49747095981025913
football,0.5004038338937333
weather,-0.4925660596359565
dubai,0.4854032500403332
ordered,-0.48732355702802166
reveals,0.8004426323166944
truth,0.5174066126955638
seychelles,0.7862324077962133
expanding,-0.4903097030802629
helped,0.7811759501628086
